학교명,학교 영문명,본분교구분명,대학구분명,학교구분명,설립형태구분명,시도코드,시도명,소재지도로명주소,소재지지번주소,도로명우편번호,소재지우편번호,홈페이지주소,대표전화번호,대표팩스번호,설립일자,기준연도,데이터기준일자,제공기관코드,제공기관명,지번주소
전남대학교,Chonnam National University,본교,대학,대학교,국립,29,광주광역시,"광주광역시 북구 용봉로 45 (용봉동, 전남대학교)",,61186,,www.chonnam.ac.kr,062-530-5114,062-530-1189,1951-10-06,2022,2023-12-27,B340014,한국대학교육협의회,광주 북구 용봉동 300
전남대학교,Chonnam National University,제2캠퍼,대학,대학교,국립,46,전라남도,"전라남도 여수시 대학로 50 (둔덕동, 전남대학교여수캠퍼스)",,59626,,www.chonnam.ac.kr,061-659-6114,061-659-7003,2006-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전남 여수시 둔덕동 산 96-1
전북대학교,Jeonbuk National University,본교,대학,대학교,국립,45,전라북도,"전라북도 전주시 덕진구 백제대로 567 (금암동, 전북대학교)",,54896,,www.jbnu.ac.kr,063-270-2114,063-276-0429,1951-10-06,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 전주시 덕진구 금암동 663
전주교육대학교,Jeonju National University Of Education,본교,대학,교육대학,국립,45,전라북도,"전라북도 전주시 완산구 서학로 50 (동서학동, 전주교육대학교)",,55101,,www.jnue.kr,063-281-7114,063-281-0102,1963-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 전주시 완산구 동서학동 128
전주대학교,Jeonju University,본교,대학,대학교,사립,45,전라북도,"전라북도 전주시 완산구 천잠로 303 (효자동2가, 전주대학교)",,55069,,www.jj.ac.kr,1577-7177,063-220-2072,1953-05-05,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 전주시 완산구 효자동2가 1080
정석대학,Jungseok Institute Of Technology,본교,대학,기술대학,사립,11,서울특별시,서울특별시 강서구 오정로 576 (공항동),,7505,,,02-2660-5392,02-2660-5394,2000-03-01,2022,2023-12-27,B340014,한국대학교육협의회,서울 강서구 공항동 369-2
제주국제대학교,Jejuinternationaluniversity,본교,대학,대학교,사립,50,제주특별자치도,제주특별자치도 제주시 516로 2870 (영평동),,63309,,www.jeju.ac.kr,064-754-0215,064-702-8330,2012-03-01,2022,2023-12-27,B340014,한국대학교육협의회,제주특별자치도 제주시 영평동 2235
제주대학교,Jeju National University,본교,대학,대학교,국립,50,제주특별자치도,"제주특별자치도 제주시 제주대학로 102 (아라일동, 제주대학교)",,63243,,www.jejunu.ac.kr,064-754-2114,064-755-8562,1952-05-27,2022,2023-12-27,B340014,한국대학교육협의회,제주특별자치도 제주시 아라일동 1
조선대학교,Chosun University,본교,대학,대학교,사립,29,광주광역시,광주광역시 동구 조선대길 146(서석동),,61452,,www.chosun.ac.kr,062-230-7114,062-232-8834,1946-09-29,2022,2023-12-27,B340014,한국대학교육협의회,광주 동구 서석동 산 57-1
중부대학교,Joongbu University,본교,대학,대학교,사립,44,충청남도,"충청남도 금산군 추부면 대학로 201 (마전리, 중부대학교)",,32713,,www.joongbu.ac.kr,041-750-6500,041-750-6060,1993-03-01,2022,2023-12-27,B340014,한국대학교육협의회,충남 금산군 추부면 마전리 765
중앙대학교,Chung-Ang University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 흑석로 84 (흑석동, 중앙대학교)",,6974,,www.cau.ac.kr,02-820-5114,02-812-5384,1918-04-01,2022,2023-12-27,B340014,한국대학교육협의회,서울 동작구 흑석동 221
중앙대학교,Chung-Ang University,제2캠퍼,대학,대학교,사립,41,경기도,"경기도 안성시 대덕면 서동대로 4726 (내리, 중앙대학교)",,17546,,www.cau.ac.kr,031-670-3114,031-675-1390,1918-04-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 안성시 대덕면 내리 72-1
중앙승가대학교,Joong-Ang Sangha University,본교,대학,대학교,사립,41,경기도,"경기도 김포시 승가로 147 (풍무동, 중앙승가대학)",,10118,,admission.sangha.ac.kr,031-980-7709,031-980-7778,1979-03-18,2022,2023-12-27,B340014,한국대학교육협의회,경기 김포시 풍무동 668-8
중원대학교,Jungwon University,본교,대학,대학교,사립,43,충청북도,"충청북도 괴산군 괴산읍 문무로 85 (동부리, 중원대학교)",,28024,,www.jwu.ac.kr,043-830-8114,043-830-8115,2009-03-02,2022,2023-12-27,B340014,한국대학교육협의회,충북 괴산군 괴산읍 동부리 5
진주교육대학교,Chinju National Uinversity Of Education,본교,대학,교육대학,국립,48,경상남도,"경상남도 진주시 진양호로369번길 3 (신안동, 진주교육대학교)",,52673,,www.cue.ac.kr,055-740-1114,055-745-8741,1963-01-01,2022,2023-12-27,B340014,한국대학교육협의회,경남 진주시 신안동 380
차의과학대학교,CHA University,본교,대학,대학교,사립,41,경기도,"경기도 포천시 해룡로 120 (동교동, 포천중문의과대학)",,11160,,www.cha.ac.kr,1899-2010,031-543-2716,1996-12-11,2022,2023-12-27,B340014,한국대학교육협의회,경기 포천시 동교동 198-1
창신대학교,Changshin University,본교,대학,대학교,사립,48,경상남도,"경상남도 창원시 마산회원구 팔용로 262 (합성동, 창신대학)",,51352,,www.cs.ac.kr,055-250-3001,055-297-5181,2013-03-04,2022,2023-12-27,B340014,한국대학교육협의회,경남 창원시 마산회원구 합성동 1
청운대학교,Chungwoon University,본교,대학,산업대학,사립,44,충청남도,"충청남도 홍성군 홍성읍 대학길 25 (남장리, 청운대학교)",,32244,,www.chungwoon.ac.kr,041-630-3114,041-634-8700,1994-12-03,2022,2023-12-27,B340014,한국대학교육협의회,충남 홍성군 홍성읍 남장리 392-1
청주교육대학교,Chongjunationaluniversityofeducation,본교,대학,교육대학,국립,43,충청북도,"충청북도 청주시 서원구 청남로 2065 (수곡동, 청주교육대학교)",,28690,,www.cje.ac.kr,043-299-0632,043-299-0797,1962-02-17,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 서원구 수곡동 135-1
청주대학교,Cheongju University,본교,대학,대학교,사립,43,충청북도,"충청북도 청주시 청원구 대성로 298 (내덕동, 청주대학교)",,28503,,www.cju.ac.kr,043-229-8114,043-229-8110,1947-06-06,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 청원구 내덕동 36
초당대학교,Chodang University,본교,대학,대학교,사립,46,전라남도,"전라남도 무안군 무안읍 무안로 380 (성남리, 초당대학교)",,58530,,www.cdu.ac.kr,061-450-1036,061-450-1039,1994-03-07,2022,2023-12-27,B340014,한국대학교육협의회,전남 무안군 무안읍 성남리 419
총신대학교,Chongshin University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 동작구 사당로 143 (사당동, 총신대학교)",,6988,,www.chongshin.ac.kr,02-3479-0200,02-593-6256,1967-06-02,2022,2023-12-27,B340014,한국대학교육협의회,서울 동작구 사당동 200-1
추계예술대학교,Chugye University For The Arts,본교,대학,대학교,사립,11,서울특별시,"서울특별시 서대문구 북아현로11가길 7 (북아현동, 추계예술대학교)",,3762,,www.chugye.ac.kr,02-362-5700,02-362-4555,1996-12-11,2022,2023-12-27,B340014,한국대학교육협의회,서울 서대문구 북아현동 190-1
춘천교육대학교,Chuncheon National University Of Education,본교,대학,교육대학,국립,42,강원특별자치도,강원특별자치도 춘천시 공지로 126 (석사동),,24328,,www.cnue.ac.kr,033-260-6000,033-260-6162,1939-04-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 춘천시 석사동 339
충남대학교,Chungnam National University,본교,대학,대학교,국립,30,대전광역시,"대전광역시 유성구 대학로 99 (궁동, 충남대학교)",,34134,,www.cnu.ac.kr,042-821-5114,042-823-5875,1952-05-25,2022,2023-12-27,B340014,한국대학교육협의회,대전 유성구 궁동 220
충북대학교,Chungbuk National University,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 서원구 충대로 1 (개신동, 충북대학교)",,28644,,www.chungbuk.ac.kr,043-261-2114,043-261-3333,1951-09-27,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 서원구 개신동 12
칼빈대학교,Calvin University,본교,대학,대학교,사립,41,경기도,"경기도 용인시 기흥구 마북로 184 (마북동, 칼빈대학교)",,16911,,www.calvin.ac.kr,031-284-4753,031-284-4588,1997-03-03,2022,2023-12-27,B340014,한국대학교육협의회,경기 용인시 기흥구 마북동 142-12
탐라대학교,Tamna University,본교,대학,대학교,사립,50,제주특별자치도,"제주특별자치도 서귀포시 1100로 506-1 (하원동, 탐라대학교)",,63553,,www.tnu.ac.kr,064-754-0215,064-702-8330,1997-12-05,2022,2023-12-27,B340014,한국대학교육협의회,제주특별자치도 서귀포시 하원동 산 70
포항공과대학교,Pohang University Of Science And Technology (Postech),본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 남구 청암로 77 (지곡동, 포항공과대학교)",,37673,,www.postech.ac.kr,054-279-0114,054-279-2099,1986-12-03,2022,2023-12-27,B340014,한국대학교육협의회,경북 포항시 남구 지곡동 166-14
한경국립대학교,Hankyong National University,본교,대학,대학교,국립,41,경기도,"경기도 안성시 중앙로 327 (석정동, 한경대학교)",,17579,,www.hknu.ac.kr,031-670-5114,031-670-5469,2012-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 안성시 석정동 55
한국공학대학교,Tech University of Korea,본교,대학,대학교,사립,41,경기도,경기도 시흥시 산기대학로 237 (정왕동),,15073,,www.tukorea.ac.kr,031-8041-1000,031-8041-0009,2012-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 시흥시 정왕동 2121-1
한국과학기술원,Korea Advanced Institute of Science and Technology(KAIST),본교,대학,대학교,특별법법,30,대전광역시,"대전광역시 유성구 대학로 291 (구성동, 한국과학기술원)",,34141,,www.kaist.ac.kr,042-350-2114,042-350-2210,1971-02-16,2022,2023-12-27,B340014,한국대학교육협의회,대전 유성구 구성동 23
한국교원대학교,Korea National University Of Education,본교,대학,대학교,국립,43,충청북도,"충청북도 청주시 흥덕구 강내면 태성탑연로 250 (다락리, 한국교원대학교)",,28173,,www.knue.ac.kr,043-230-3114,043-233-2960,1984-03-15,2022,2023-12-27,B340014,한국대학교육협의회,충북 청주시 흥덕구 강내면 다락리 산 7
한국기술교육대학교,Korea University of Technology and Education,본교,대학,대학교,사립,44,충청남도,"충청남도 천안시 동남구 병천면 충절로 1600 (가전리, 한국기술교육대학교)",,31253,,www.koreatech.ac.kr,041-560-1114,041-561-9504,1991-11-02,2022,2023-12-27,B340014,한국대학교육협의회,충남 천안시 동남구 병천면 가전리 307
한국방송통신대학교,Korea National Open University,본교,대학,방송통신대학,국립,11,서울특별시,"서울특별시 종로구 대학로 86 (동숭동, 한국방송통신대학교)",,3087,,www.knou.ac.kr,1577-9995,02-3673-2382,1972-03-09,2022,2023-12-27,B340014,한국대학교육협의회,서울 종로구 동숭동 169-1
한국성서대학교,Korean Bible University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 노원구 동일로214길 32 (상계동, 한국성서대학교)",,1757,,www.bible.ac.kr,02-950-5424,070-4275-0161,1996-12-11,2022,2023-12-27,B340014,한국대학교육협의회,서울 노원구 상계동 205-4
한국에너지공과대학교,Korea Institute of Energy Technology,본교,대학,대학교,특별법법,46,전라남도,전라남도 나주시 켄텍길 21(빛가람동),,58330,,www.kentech.ac.kr/,061-320-9504,061-320-9709,,2022,2023-12-27,B340014,한국대학교육협의회,전남 나주시 빛가람동 908-1
한국열린사이버대학교,Open Cyber University Of Korea (OCU),본교,대학,사이버대학(대학),사립,11,서울특별시,"서울특별시 중랑구 망우로 353, C동 9층(상봉프레미어스엠코)",,2087,,www.ocu.ac.kr,02-2197-4200,02-2197-4114,2001-03-01,2022,2023-12-27,B340014,한국대학교육협의회,서울 중랑구 상봉동 500
한국예술종합학교,Korea National University Of Arts,본교,대학,각종학교(대학),특별법국,11,서울특별시,"서울특별시 성북구 화랑로32길 146-37 (석관동, 한국종합예술학교)",,2789,,Karts.ac.kr/,02-746-9067,02-746-9069,1992-10-30,2022,2023-12-27,B340014,한국대학교육협의회,서울 성북구 석관동 409
한국전통문화대학교,Korea National University Of Cultural Heritage,본교,대학,대학교,특별법국,44,충청남도,"충청남도 부여군 규암면 백제문로 367 (합정리, 한국전통문화대학교)",,33115,,www.nuch.ac.kr,041-830-7114,041-830-7020,2000-04-19,2022,2023-12-27,B340014,한국대학교육협의회,충남 부여군 규암면 합정리 619
한국체육대학교,Korea National Sport University,본교,대학,대학교,국립,11,서울특별시,"서울특별시 송파구 양재대로 1239 (방이동, 한국체육대학교)",,5541,,www.knsu.ac.kr/,02-410-6700,02-418-1877,1976-12-30,2022,2023-12-27,B340014,한국대학교육협의회,서울 송파구 방이동 88-15
한국침례신학대학교,Korea Baptist Theological University/Seminary,본교,대학,대학교,사립,30,대전광역시,"대전광역시 유성구 북유성대로 190 (하기동, 침례신학대학)",,34098,,www.kbtus.ac.kr,042-828-3114,042-825-1354,1973-12-22,2022,2023-12-27,B340014,한국대학교육협의회,대전 유성구 하기동 산 15-6
한국항공대학교,Korea Aerospace University,본교,대학,대학교,사립,41,경기도,"경기도 고양시 덕양구 항공대학로 76 (화전동, 한국항공대학교)",,10540,,www.kau.ac.kr,02-300-0114,02-3158-5769,1952-06-16,2022,2023-12-27,B340014,한국대학교육협의회,경기 고양시 덕양구 화전동 646-6
한남대학교,Hannam University,본교,대학,대학교,사립,30,대전광역시,"대전광역시 대덕구 한남로 70 (오정동, 한남대학교)",,34430,,www.hannam.ac.kr,042-629-7114,042-629-5874,1956-03-13,2022,2023-12-27,B340014,한국대학교육협의회,대전 대덕구 오정동 133
한동대학교,Handong Global University,본교,대학,대학교,사립,47,경상북도,"경상북도 포항시 북구 흥해읍 한동로 558 (남송리, 한동대학교)",,37554,,www.handong.edu,054-260-1111,054-260-1149,1994-12-02,2022,2023-12-27,B340014,한국대학교육협의회,경북 포항시 북구 흥해읍 남송리 3
한라대학교,Halla University,본교,대학,대학교,사립,42,강원특별자치도,강원특별자치도 원주시 흥업면 한라대길 28,,26404,,www.halla.ac.kr,033-760-1114,033-762-6705,1997-03-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 원주시 흥업면 흥업리 산 66
한려대학교,Hanlyo University,본교,대학,대학교,사립,46,전라남도,"전라남도 광양시 광양읍 한려대길 94-13 (덕례리, 한려대학교)",,57764,,www.hanlyo.ac.kr,061-760-1111,061-761-6709,2011-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전남 광양시 광양읍 덕례리 1268-1
한림대학교,Hallym University,본교,대학,대학교,사립,42,강원특별자치도,강원특별자치도 춘천시 한림대학길 1 (옥천동),,24252,,www.hallym.ac.kr,033-248-1000,033-248-3333,1982-03-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 춘천시 옥천동 1-1
한서대학교,Hanseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 서산시 해미면 한서1로 46 (대곡리, 한서대학교)",,31962,,www.hanseo.ac.kr,041-660-1144,041-660-1149,1991-11-15,2022,2023-12-27,B340014,한국대학교육협의회,충남 서산시 해미면 대곡리 8
한성대학교,Hansung University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성북구 삼선교로16길 116 (삼선동2가, 한성대학교)",,2876,,www.hansung.ac.kr,02-760-4231,02-745-8943,1972-12-21,2022,2023-12-27,B340014,한국대학교육협의회,서울 성북구 삼선동2가 389
한양대학교,Hanyang University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 성동구 왕십리로 222 (사근동, 한양대학교)",,4763,,www.hanyang.ac.kr,02-2220-0114,02-2220-0199,1948-07-01,2022,2023-12-27,B340014,한국대학교육협의회,서울 성동구 사근동 110
한양대학교(ERICA),Hanyang University Erica Campus,분교,대학,대학교,사립,41,경기도,"경기도 안산시 상록구 한양대학로 55 (사동, 한양대학교)",,15588,,www.hanyang.ac.kr,031-400-5114,031-406-2809,1979-01-10,2022,2023-12-27,B340014,한국대학교육협의회,경기 안산시 상록구 사동 1271
한일장신대학교,Haniluniv.&Presb.Theol.Sem.,본교,대학,대학교,사립,45,전라북도,"전라북도 완주군 상관면 왜목로 726-15 (신리, 한일장신대학교)",,55359,,www.hanil.ac.kr,063-230-5408,063-230-5679,1995-03-01,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 완주군 상관면 신리 694-1
한중대학교,Hanzhong University,본교,대학,대학교,사립,42,강원특별자치도,"강원특별자치도 동해시 지양길 200 (지흥동, 한중대학교)",,25800,,www.HANZHONG.ac.kr,033-521-9900,033-521-9407,1991-11-30,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 동해시 지흥동 산 119
협성대학교,Hyupsunguniversity,본교,대학,대학교,사립,41,경기도,"경기도 화성시 봉담읍 최루백로 72 (상리, 협성대학교)",,18330,,www.uhs.ac.kr,031-299-0900,031-227-3131,1983-03-04,2022,2023-12-27,B340014,한국대학교육협의회,경기 화성시 봉담읍 상리 14
호남대학교,Honam University,본교,대학,대학교,사립,29,광주광역시,"광주광역시 광산구 호남대길 120 (서봉동, 호남대학본부)",,62399,,www.honam.ac.kr,062-940-5000,062-940-5005,1981-07-31,2022,2023-12-27,B340014,한국대학교육협의회,광주 광산구 서봉동 61-1
호남신학대학교,Honam Theological University & Seminary,본교,대학,대학교,사립,29,광주광역시,"광주광역시 남구 제중로 77 (양림동, 호남신학대학교)",,61642,,www.htus.ac.kr,062-650-1552,062-675-1552,1972-02-16,2022,2023-12-27,B340014,한국대학교육협의회,광주 남구 양림동 108
호서대학교,Hoseo University,본교,대학,대학교,사립,44,충청남도,"충청남도 아산시 배방읍 호서로79번길 20 (세출리, 호서대학교)",,31499,,www.hoseo.ac.kr,041-540-5114,041-540-5159,1980-12-29,2022,2023-12-27,B340014,한국대학교육협의회,충남 아산시 배방읍 세출리 165
호원대학교,Howon University,본교,대학,산업대학,사립,45,전라북도,"전라북도 군산시 임피면 호원대3길 64 (월하리, 호원대학교)",,54058,,www.howon.ac.kr,063-450-7114,063-450-7777,1978-03-02,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 군산시 임피면 월하리 727
홍익대학교,Hongik University,본교,대학,대학교,사립,11,서울특별시,"서울특별시 마포구 와우산로 94 (상수동, 홍익대학교)",,4066,,www.hongik.ac.kr/,02-320-1114,02-320-1122,1946-04-25,2022,2023-12-27,B340014,한국대학교육협의회,서울 마포구 상수동 72-1
홍익대학교,Hongik University,제2캠퍼,대학,대학교,사립,36,세종특별자치시,"세종특별자치시 조치원읍 세종로 2639 (신안리, 홍익대학교세종캠퍼스)",,30016,,sejong.hongik.ac.kr,044-860-2114,044-860-2238,1946-04-25,2022,2023-12-27,B340014,한국대학교육협의회,세종특별자치시 조치원읍 신안리 300
화성의과학대학교,HWASUNG MEDI-SCIENCE UNIVERSITY,본교,대학,대학교,사립,41,경기도,경기도 화성시 남양읍 남양중앙로 400-5,,18274,,www.hsmu.ac.kr/,031-369-9100,031-369-9116,2004-04-07,2022,2023-12-27,B340014,한국대학교육협의회,경기 화성시 남양읍 남양리 1479
화신사이버대학교,Hwashin Cyber University,본교,대학,사이버대학(대학),사립,26,부산광역시,"부산광역시 연제구 고분로191번길 1 (연산동, 화신사이버대학교)",,47558,,www.hscu.ac.kr,1588-5215,051-999-0159,2009-03-01,2022,2023-12-27,B340014,한국대학교육협의회,부산 연제구 연산동 411-2
ICT폴리텍대학,ICT Polytech Institute of Korea,본교,전문대학,기능대학,사립,41,경기도,경기도 광주시 순암로 16-26 (역동),,12777,,www.ict.ac.kr,031-764-3301,031-762-3456,2002-12-10,2022,2023-12-27,B340014,한국대학교육협의회,경기 광주시 역동 181-3
가톨릭상지대학교,Catholic Sangji College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 안동시 상지길 45 (율세동, 가톨릭상지대학교)",,36686,,www.csj.ac.kr,054-851-3000,054-851-3100,1970-03-10,2022,2023-12-27,B340014,한국대학교육협의회,경북 안동시 율세동 393-2
강동대학교,Gangdong University,본교,전문대학,전문대학,사립,43,충청북도,"충청북도 음성군 감곡면 대학길 278 (단평리, 강동대학교)",,27600,,www.gangdong.ac.kr,043-879-3300,043-879-3311,1994-03-05,2022,2023-12-27,B340014,한국대학교육협의회,충북 음성군 감곡면 단평리 154-1
강릉영동대학교,Gangneung Yeongdong University,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 강릉시 공제로 357 (홍제동),,25521,,www.gyc.ac.kr,033-610-0114,033-644-8809,1983-06-01,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 강릉시 홍제동 1009
강원관광대학교,Kangwon Tourism College,본교,전문대학,전문대학,사립,42,강원특별자치도,강원특별자치도 태백시 대학길 97 (황지동),,26034,,www.kt.ac.kr,033-550-6133,033-553-4074,1994-11-17,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 태백시 황지동 439
강원특별자치도립대학교,Gangwon State University,본교,전문대학,전문대학,공립,42,강원특별자치도,강원특별자치도 강릉시 주문진읍 연주로 270,,25425,,www.gw.ac.kr,033-660-8000,033-660-8035,1998-03-17,2022,2023-12-27,B340014,한국대학교육협의회,강원특별자치도 강릉시 주문진읍 교항리 8-2
거제대학교,Geoje University,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 거제시 마전1길 91 (장승포동, 거제대학)",,53325,,www.geoje.ac.kr,055-680-1504,055-680-1517,1989-12-01,2022,2023-12-27,B340014,한국대학교육협의회,경남 거제시 장승포동 654-1
경남도립거창대학,University Of Gyeongnam Geochang,본교,전문대학,전문대학,공립,48,경상남도,"경상남도 거창군 거창읍 거창대학로 72 (대평리, 경남도립거창대학)",,50147,,www.gc.ac.kr,055-254-2800,055-254-2718,1996-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경남 거창군 거창읍 대평리 1396
경남도립남해대학,University Of Gyeongnam Namhae,본교,전문대학,전문대학,공립,48,경상남도,"경상남도 남해군 남해읍 화전로78번길 30 (남변리, 경남도립남해대학)",,52422,,www.namhae.ac.kr,055-254-2400,055-254-2419,1996-03-07,2022,2023-12-27,B340014,한국대학교육협의회,경남 남해군 남해읍 남변리 195
경민대학교,Kyungmin University,본교,전문대학,전문대학,사립,41,경기도,"경기도 의정부시 서부로 545 (가능동, 경민대학)",,11618,,www.kyungmin.ac.kr,031-828-7005,031-828-7006,1992-03-02,2022,2023-12-27,B340014,한국대학교육협의회,경기 의정부시 가능동 562-1
경복대학교,Kyungbok University,본교,전문대학,전문대학,사립,41,경기도,"경기도 남양주시 진접읍 경복대로 425 (금곡리, 경복대학교)",,12051,,www.kbu.ac.kr,031-570-9901,031-570-9929,1991-11-30,2022,2023-12-27,B340014,한국대학교육협의회,경기 남양주시 진접읍 금곡리 383
경북과학대학교,Kyongbuk Science College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 칠곡군 기산면 지산로 634 (봉산리, 경북과학대학교)",,39913,,www.kbsc.ac.kr,054-979-9001,054-979-9130,1993-03-15,2022,2023-12-27,B340014,한국대학교육협의회,경북 칠곡군 기산면 봉산리 123
경북도립대학교,Gyeongbuk Provincial College,본교,전문대학,전문대학,공립,47,경상북도,"경상북도 예천군 예천읍 도립대학길 114 (청복리, 경북도립대학교)",,36830,,www.gpc.ac.kr,054-650-0128,054-650-0129,1996-12-26,2022,2023-12-27,B340014,한국대학교육협의회,경북 예천군 예천읍 청복리 927
경북보건대학교,Gyeongbuk College Of Health,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 김천시 대학로 168 (삼락동, 경북보건대학교)",,39525,,www.gch.ac.kr,054-420-9200,054-430-4477,1998-05-01,2022,2023-12-27,B340014,한국대학교육협의회,경북 김천시 삼락동 480
경북전문대학교,Kyungbuk College,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 영주시 대학로 77 (휴천동, 경북전문대학교)",,36133,,www.kbc.ac.kr,054-630-5114,054-632-0754,1972-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경북 영주시 휴천동 630
경인여자대학교,Kyung-In Women’S University,본교,전문대학,전문대학,사립,28,인천광역시,"인천광역시 계양구 계양산로 63 (계산동, 경인여자대학)",,21041,,www.kiwu.ac.kr,032-540-0114,032-545-2095,1991-11-30,2022,2023-12-27,B340014,한국대학교육협의회,인천 계양구 계산동 548-4
계원예술대학교,Kaywon University Of Art &  Design,본교,전문대학,전문대학,사립,41,경기도,"경기도 의왕시 계원대학로 66 (내손동, 계원예술대학교)",,16038,,www.kaywon.ac.kr,031-420-1700,031-420-1729,1993-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 의왕시 내손동 768
고구려대학교,Koguryeo College,본교,전문대학,전문대학,사립,46,전라남도,"전라남도 나주시 다시면 백호로 125 (복암리, 고구려대학)",,58280,,www.kgrc.ac.kr,061-330-7400,061-335-7128,1995-01-25,2022,2023-12-27,B340014,한국대학교육협의회,전남 나주시 다시면 복암리 837-8
광주보건대학교,Gwangju Health University,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 광산구 북문대로419번길 73 (신창동, 광주보건대학)",,62287,,www.ghu.ac.kr,062-958-7500,062-953-4946,1971-12-23,2022,2023-12-27,B340014,한국대학교육협의회,광주 광산구 신창동 683-3
구미대학교,Gumi University,본교,전문대학,전문대학,사립,47,경상북도,"경상북도 구미시 야은로 37 (부곡동, 구미대학교)",,39213,,www.gumi.ac.kr,054-440-1114,054-442-8953,1991-11-30,2022,2023-12-27,B340014,한국대학교육협의회,경북 구미시 부곡동 407
구세군사관학교,Salvationarmyofficertrainingcollegekoreaterritory,본교,전문대학,각종학교(전문),사립,41,경기도,"경기도 과천시 관악산길 216 (중앙동, 구세군사관대학원대학교)",,13800,,www.saotc.ac.kr,02-502-9505,02-502-9507,1986-01-31,2022,2023-12-27,B340014,한국대학교육협의회,경기 과천시 중앙동 83-2
국제대학교,Kookje University,본교,전문대학,전문대학,사립,41,경기도,"경기도 평택시 장안웃길 56 (장안동, 국제대학교)",,17731,,www.kookje.ac.kr,031-610-8000,031-668-4900,1997-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 평택시 장안동 353
군산간호대학교,Kunsan College Of Nursing,본교,전문대학,전문대학,사립,45,전라북도,"전라북도 군산시 동개정길 7 (개정동, 군산간호대학교)",,54068,,www.kcn.ac.kr,063-450-3803,063-450-3809,1951-07-01,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 군산시 개정동 31-5
군장대학교,Kunjang University College,본교,전문대학,전문대학,사립,45,전라북도,"전라북도 군산시 성산면 군장대길 13 (도암리, 군장대학)",,54045,,www.kunjang.ac.kr,063-450-8114,063-450-8116,1994-03-09,2022,2023-12-27,B340014,한국대학교육협의회,전북특별자치도 군산시 성산면 도암리 608-8
기독간호대학교,Christian College Of Nursing,본교,전문대학,전문대학,사립,29,광주광역시,"광주광역시 남구 백서로70번길 6 (양림동, 기독간호대학)",,61662,,ccn.ac.kr,062-650-8021,062-675-5806,1967-03-21,2022,2023-12-27,B340014,한국대학교육협의회,광주 남구 양림동 67-1
김포대학교,Kimpo University,본교,전문대학,전문대학,사립,41,경기도,"경기도 김포시 월곶면 김포대학로 97 (포내리, 김포대학교)",,10020,,ukp.ac.kr,031-999-4140,031-989-4389,1996-03-01,2022,2023-12-27,B340014,한국대학교육협의회,경기 김포시 월곶면 포내리 111-9
김해대학교,Gimhae College,본교,전문대학,전문대학,사립,48,경상남도,"경상남도 김해시 삼안로112번길 198 (삼방동, 김해대학교)",,50811,,www.gimhae.ac.kr,055-320-1600,055-320-1666,2004-12-01,2022,2023-12-27,B340014,한국대학교육협의회,경남 김해시 삼방동 산 77-9
